,Answer_ID
963,1
964,1
965,1
966,1
967,4
968,2
969,4
970,1
971,1
972,2
973,1
974,2
975,4
976,1
977,1
978,1
979,1
980,2
981,1
982,1
983,1
984,4
985,1
986,1
987,4
988,2
989,1
990,1
991,2
992,2
993,1
994,3
995,3
996,1
997,2
998,4
999,4
1000,1
1001,1
1002,3
1003,1
1004,1
1005,1
1006,1
1007,4
1008,1
1009,1
1010,2
1011,4
1012,1
1013,4
1014,3
1015,4
1016,2
1017,2
1018,1
1019,4
1020,1
1021,3
1022,2
1023,4
1024,3
1025,1
1026,3
1027,1
1028,2
1029,1
1030,1
1031,1
1032,1
1033,4
1034,2
1035,1
1036,3
1037,2
1038,4
1039,2
1040,1
1041,3
1042,1
1043,3
1044,2
1045,4
1046,1
1047,3
1048,1
1049,1
1050,4
1051,1
1052,1
1053,4
1054,1
1055,1
1056,3
1057,3
1058,3
1059,1
1060,1
1061,1
1062,3
1063,1
1064,4
1065,2
1066,1
1067,1
1068,2
1069,1
1070,1
1071,1
1072,1
1073,2
1074,2
1075,1
1076,2
1077,2
1078,2
1079,1
1080,1
1081,2
1082,2
1083,3
1084,2
1085,4
1086,1
1087,3
1088,2
1089,1
1090,2
1091,3
1092,4
1093,3
1094,1
1095,4
1096,1
1097,1
1098,3
1099,1
1100,2
1101,2
1102,4
1103,2
1104,1
1105,3
1106,4
1107,4
1108,1
1109,3
1110,4
1111,2
1112,4
1113,1
1114,1
1115,1
1116,3
1117,3
1118,2
1119,4
1120,1
1121,2
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,4
1132,1
1133,1
1134,1
1135,2
1136,1
1137,1
1138,1
1139,4
1140,1
1141,1
1142,1
1143,3
1144,1
1145,4
1146,4
1147,3
1148,1
1149,1
1150,4
1151,1
1152,1
1153,1
1154,2
1155,1
1156,4
1157,2
1158,1
1159,1
1160,1
1161,1
1162,2
1163,4
1164,1
1165,1
1166,3
1167,2
1168,2
1169,2
1170,2
1171,1
1172,3
1173,2
1174,1
1175,1
1176,3
1177,1
1178,3
1179,3
1180,1
1181,1
1182,2
1183,2
1184,3
1185,1
1186,1
1187,2
1188,1
1189,3
1190,2
1191,3
1192,3
1193,1
1194,3
1195,3
1196,4
1197,4
1198,3
1199,2
1200,2
1201,2
1202,3
1203,2
1204,1
1205,1
1206,3
1207,1
1208,1
1209,1
1210,3
1211,1
1212,1
1213,1
1214,4
1215,2
1216,1
1217,3
1218,1
1219,3
1220,2
1221,3
1222,1
1223,2
1224,1
1225,2
1226,1
1227,4
1228,1
1229,3
1230,1
1231,1
1232,2
1233,3
1234,3
1235,2
1236,2
1237,4
1238,1
1239,4
1240,2
1241,1
1242,1
1243,3
1244,4
1245,2
1246,3
1247,1
1248,1
1249,1
1250,4
1251,1
1252,4
1253,1
1254,1
1255,2
1256,1
1257,1
1258,2
1259,1
1260,1
1261,3
1262,1
1263,3
1264,2
1265,1
1266,1
1267,1
1268,4
1269,3
1270,1
1271,1
1272,1
1273,1
1274,1
1275,2
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,3
1284,3
1285,2
1286,2
1287,3
1288,4
1289,1
1290,1
1291,4
1292,4
1293,1
1294,3
1295,1
1296,1
1297,3
1298,1
1299,1
1300,1
1301,2
1302,1
1303,3
1304,1
1305,3
1306,1
1307,3
1308,3
1309,1
1310,3
1311,1
1312,2
1313,3
1314,1
1315,4
1316,3
1317,1
1318,1
1319,4
1320,2
1321,3
1322,4
1323,1
1324,1
1325,1
1326,2
1327,4
1328,2
1329,2
1330,3
1331,1
1332,2
1333,2
1334,1
1335,1
1336,3
1337,1
1338,4
1339,1
1340,4
1341,2
1342,1
1343,1
1344,4
1345,1
1346,1
1347,1
1348,3
1349,2
1350,3
1351,1
1352,1
1353,2
1354,3
1355,1
1356,2
1357,1
1358,3
1359,4
1360,1
1361,2
1362,3
1363,2
1364,1
1365,4
1366,2
1367,1
1368,1
1369,2
1370,1
1371,4
1372,1
1373,1
1374,3
1375,2
1376,1
1377,1
1378,4
1379,2
1380,2
1381,1
1382,2
1383,1
1384,1
1385,2
1386,2
1387,3
1388,2
1389,2
1390,1
1391,3
1392,1
1393,3
1394,2
1395,1
1396,1
1397,1
1398,3
1399,1
1400,3
1401,2
1402,1
1403,2
1404,3
1405,1
1406,1
1407,1
1408,1
1409,2
1410,2
1411,1
1412,3
1413,1
1414,2
1415,1
1416,3
1417,2
1418,2
1419,2
1420,1
1421,2
1422,2
1423,3
1424,1
1425,4
1426,3
1427,3
1428,1
1429,3
1430,1
1431,1
1432,1
1433,3
1434,2
1435,3
1436,4
1437,1
1438,1
1439,2
1440,1
1441,2
1442,2
1443,1
1444,2
1445,3
1446,1
1447,1
1448,1
1449,1
1450,1
1451,2
1452,2
1453,2
1454,2
1455,3
1456,1
1457,1
1458,3
1459,2
1460,4
1461,4
1462,1
1463,3
1464,2
1465,3
1466,2
1467,1
1468,4
1469,2
1470,3
1471,1
1472,2
1473,1
1474,3
1475,3
1476,1
1477,3
1478,1
1479,2
1480,3
1481,1
1482,2
1483,2
1484,1
1485,1
1486,1
1487,3
1488,1
1489,3
1490,3
1491,2
1492,2
1493,2
1494,4
1495,3
1496,1
1497,1
1498,1
1499,4
1500,2
1501,1
1502,1
1503,2
1504,2
1505,2
1506,1
1507,1
1508,4
1509,3
1510,2
1511,3
1512,3
1513,2
1514,3
1515,2
1516,1
1517,4
1518,1
1519,1
1520,4
1521,1
1522,4
1523,1
1524,4
1525,3
1526,4
1527,3
1528,3
1529,3
1530,1
1531,1
1532,1
1533,3
1534,1
1535,1
1536,1
1537,1
1538,4
1539,1
1540,4
1541,4
1542,3
1543,1
1544,2
1545,2
1546,1
1547,1
1548,1
1549,4
1550,3
1551,4
1552,1
1553,1
1554,1
1555,1
1556,3
1557,1
1558,2
1559,2
1560,1
1561,4
1562,2
1563,1
1564,2
1565,1
1566,2
1567,1
1568,2
1569,2
1570,2
1571,1
1572,1
1573,1
1574,1
1575,4
1576,3
1577,1
1578,3
1579,3
1580,4
1581,3
1582,2
1583,1
1584,1
1585,1
1586,3
1587,1
1588,3
1589,1
1590,1
1591,1
1592,1
1593,3
1594,3
1595,2
1596,1
1597,4
1598,1
1599,3
1600,2
1601,1
1602,4
1603,3
1604,1
1605,4
1606,1
1607,1
1608,2
1609,4
1610,2
1611,1
1612,4
1613,2
1614,1
1615,4
1616,2
1617,3
1618,1
1619,2
1620,4
1621,2
1622,3
1623,2
1624,2
1625,1
1626,1
1627,1
1628,1
1629,4
1630,4
1631,4
1632,4
1633,1
1634,1
1635,4
1636,2
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,4
1644,1
1645,1
1646,2
1647,1
1648,3
1649,2
1650,3
1651,3
1652,3
1653,1
1654,1
1655,1
1656,1
1657,3
1658,4
1659,1
1660,1
1661,4
1662,2
1663,3
1664,3
1665,4
1666,2
1667,1
1668,1
1669,3
1670,4
1671,4
1672,1
1673,2
1674,2
1675,1
1676,1
1677,2
1678,2
1679,4
1680,1
1681,2
1682,4
1683,2
1684,1
1685,1
1686,3
1687,2
1688,1
1689,4
1690,1
1691,1
1692,2
1693,1
1694,3
1695,1
1696,2
1697,4
1698,2
1699,2
1700,3
1701,1
1702,2
1703,4
1704,2
1705,4
1706,1
1707,2
1708,1
1709,2
1710,2
1711,3
1712,3
1713,1
1714,1
1715,2
1716,1
1717,2
1718,1
1719,3
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,2
1728,2
1729,3
1730,1
1731,4
1732,4
1733,2
1734,1
1735,1
1736,2
1737,2
1738,4
1739,1
1740,1
1741,3
1742,1
1743,1
1744,2
1745,1
1746,2
1747,1
1748,3
1749,1
1750,1
1751,3
1752,3
1753,4
1754,2
1755,4
1756,4
1757,2
1758,3
1759,2
1760,3
1761,1
1762,1
1763,4
1764,2
1765,4
1766,1
1767,1
1768,3
1769,1
1770,4
1771,3
1772,1
1773,1
1774,2
1775,1
1776,1
1777,1
1778,2
1779,1
1780,1
1781,2
1782,2
1783,2
1784,1
1785,2
1786,3
1787,4
1788,3
1789,1
1790,4
1791,3
1792,2
1793,1
1794,1
1795,2
1796,2
1797,1
1798,1
1799,1
1800,4
1801,3
1802,2
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,3
1810,4
1811,1
1812,1
1813,4
1814,2
1815,1
1816,4
1817,1
1818,2
1819,4
1820,3
1821,1
1822,1
1823,1
1824,4
1825,4
1826,2
1827,1
1828,2
1829,3
1830,2
1831,2
1832,2
1833,3
1834,1
1835,3
1836,2
1837,1
1838,4
1839,2
1840,1
1841,4
1842,2
1843,1
1844,1
1845,1
1846,3
1847,4
1848,2
1849,1
1850,3
1851,3
1852,4
1853,2
1854,3
1855,2
1856,1
1857,2
1858,2
1859,1
1860,1
1861,3
1862,3
1863,2
1864,1
1865,4
1866,2
1867,2
1868,1
1869,3
1870,2
1871,1
1872,1
1873,1
1874,1
1875,1
1876,4
1877,1
1878,1
1879,2
1880,1
1881,2
1882,1
1883,1
1884,4
1885,4
1886,2
1887,3
1888,4
1889,1
1890,1
1891,1
1892,2
1893,4
1894,1
1895,1
1896,2
1897,1
1898,1
1899,3
1900,1
1901,3
1902,1
1903,2
1904,1
1905,1
1906,1
1907,3
1908,1
1909,1
1910,1
1911,4
1912,1
1913,1
1914,1
1915,3
1916,3
1917,2
1918,4
1919,1
1920,1
1921,4
1922,2
1923,3
1924,2
1925,2
1926,2
1927,2
1928,2
1929,2
1930,1
1931,2
1932,1
1933,1
1934,2
1935,1
1936,3
1937,1
1938,1
1939,1
1940,1
1941,1
1942,3
1943,1
1944,4
1945,2
1946,4
1947,2
1948,1
1949,3
1950,1
1951,1
1952,2
1953,2
1954,3
1955,1
1956,3
1957,4
1958,3
1959,1
1960,1
1961,1
1962,2
1963,4
1964,1
1965,1
1966,2
1967,2
1968,1
1969,1
1970,1
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,4
1978,3
1979,3
1980,2
1981,1
1982,1
1983,2
1984,1
1985,1
1986,2
1987,1
1988,3
1989,1
1990,4
1991,2
1992,2
1993,4
1994,4
1995,1
1996,2
1997,1
1998,3
1999,1
2000,2
2001,1
2002,1
2003,1
2004,2
2005,1
2006,1
2007,1
2008,4
2009,3
2010,3
2011,1
2012,3
2013,1
2014,1
2015,1
2016,2
2017,1
2018,1
2019,1
2020,1
2021,2
2022,4
2023,2
2024,3
2025,4
2026,1
2027,3
2028,3
2029,3
2030,3
2031,1
2032,1
2033,1
2034,1
2035,4
2036,1
2037,4
2038,1
2039,1
2040,1
2041,4
2042,1
2043,1
2044,2
2045,4
2046,2
2047,1
2048,1
2049,2
2050,1
2051,3
2052,3
2053,2
2054,1
2055,3
2056,2
2057,3
2058,3
2059,3
2060,1
2061,1
2062,1
2063,1
2064,2
2065,1
2066,1
2067,4
2068,2
2069,4
2070,1
2071,2
2072,2
2073,1
2074,1
2075,1
2076,1
2077,4
2078,1
2079,1
2080,2
2081,1
2082,3
2083,1
2084,1
2085,1
2086,4
2087,4
2088,1
2089,2
2090,1
2091,1
2092,2
2093,1
2094,1
2095,3
2096,2
2097,2
2098,4
2099,3
2100,1
2101,2
2102,2
2103,1
2104,1
2105,2
2106,1
2107,1
2108,3
2109,2
2110,4
2111,3
2112,2
2113,4
2114,1
2115,3
2116,4
2117,3
2118,3
2119,4
2120,1
2121,1
2122,2
2123,1
2124,4
2125,1
2126,1
2127,1
2128,4
2129,3
2130,3
2131,1
2132,3
2133,1
2134,2
2135,1
2136,1
2137,3
2138,2
2139,2
2140,4
2141,1
2142,1
2143,1
2144,2
2145,2
2146,2
2147,1
2148,3
2149,1
2150,3
2151,1
2152,1
2153,2
2154,3
2155,3
2156,4
2157,2
2158,2
2159,1
2160,1
2161,1
2162,1
2163,4
2164,1
2165,1
2166,4
2167,2
2168,1
2169,1
2170,1
2171,4
2172,3
2173,1
2174,1
2175,1
2176,1
2177,1
2178,2
2179,1
2180,1
2181,1
2182,2
2183,2
2184,1
2185,2
2186,2
2187,4
2188,2
2189,1
2190,1
2191,1
2192,2
2193,1
2194,3
2195,2
2196,4
2197,3
2198,1
2199,1
2200,2
2201,2
2202,1
2203,1
2204,1
2205,3
2206,2
2207,2
2208,3
2209,1
2210,1
2211,2
2212,2
2213,3
2214,3
2215,3
2216,2
2217,3
2218,4
2219,1
2220,1
2221,1
2222,1
2223,3
2224,2
2225,4
2226,3
2227,4
2228,1
2229,1
2230,2
2231,4
2232,1
2233,1
2234,1
2235,4
2236,2
2237,1
2238,2
2239,1
2240,1
2241,2
2242,1
2243,1
2244,1
2245,2
2246,2
2247,1
2248,2
2249,3
2250,1
2251,2
2252,4
2253,4
2254,2
2255,4
2256,2
2257,2
2258,4
2259,2
2260,1
2261,2
2262,2
2263,4
2264,4
2265,2
2266,3
2267,2
2268,2
2269,4
2270,2
2271,1
2272,3
2273,2
2274,3
2275,1
2276,1
2277,1
2278,1
2279,1
2280,4
2281,2
2282,1
2283,1
2284,4
2285,2
2286,2
2287,3
2288,1
2289,2
2290,1
2291,1
2292,1
2293,4
2294,4
2295,1
2296,2
2297,3
2298,4
2299,3
2300,1
2301,3
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,2
2311,1
2312,1
2313,4
2314,3
2315,4
2316,1
2317,1
2318,2
2319,1
2320,1
2321,2
2322,2
2323,4
2324,4
2325,2
2326,2
2327,1
2328,1
2329,4
2330,1
2331,1
2332,3
2333,1
2334,1
2335,1
2336,2
2337,1
2338,1
2339,1
2340,2
2341,2
2342,3
2343,3
2344,2
2345,1
2346,3
2347,2
2348,3
2349,2
2350,1
2351,2
2352,1
2353,1
2354,1
2355,4
2356,1
2357,1
2358,4
2359,4
2360,1
2361,1
2362,1
2363,3
2364,1
2365,3
2366,1
2367,1
2368,3
2369,4
2370,1
2371,1
2372,3
2373,1
2374,1
2375,4
2376,1
2377,4
2378,1
2379,4
2380,1
2381,1
2382,3
2383,1
2384,2
2385,1
2386,1
2387,3
2388,1
2389,1
2390,2
2391,1
2392,4
2393,1
2394,2
2395,3
2396,2
2397,1
2398,1
2399,1
2400,2
2401,2
2402,3
2403,1
2404,3
2405,1
2406,4
2407,1
2408,4
2409,3
2410,1
2411,1
2412,1
2413,1
2414,1
2415,2
2416,4
2417,4
2418,3
2419,2
2420,1
2421,4
2422,1
2423,2
2424,4
2425,2
2426,1
2427,1
2428,4
2429,1
2430,1
2431,1
2432,1
2433,3
2434,4
2435,2
2436,1
2437,1
2438,1
2439,4
2440,4
2441,1
2442,1
2443,1
2444,3
2445,3
2446,1
2447,1
2448,2
2449,2
2450,2
2451,2
2452,2
2453,1
2454,4
2455,4
2456,1
2457,1
2458,2
2459,4
2460,3
2461,1
2462,3
2463,1
2464,3
2465,4
2466,2
2467,2
2468,3
2469,1
2470,2
2471,1
2472,1
2473,1
2474,4
2475,4
2476,1
2477,1
2478,1
2479,4
2480,1
2481,2
2482,2
2483,2
2484,2
2485,1
2486,4
2487,1
2488,2
2489,1
2490,2
2491,2
2492,2
2493,1
2494,2
2495,1
2496,2
2497,2
2498,3
2499,1
2500,3
2501,2
2502,3
2503,1
2504,3
2505,1
2506,4
2507,1
2508,3
2509,2
2510,2
2511,1
2512,1
2513,1
2514,2
2515,1
2516,4
2517,2
2518,3
2519,1
2520,1
2521,1
2522,1
2523,3
2524,3
2525,2
2526,1
2527,1
2528,3
2529,1
2530,2
2531,2
2532,4
2533,1
2534,1
2535,4
2536,3
2537,1
2538,1
2539,4
2540,4
2541,4
2542,1
2543,1
2544,1
2545,3
2546,3
2547,3
2548,1
2549,2
2550,2
2551,3
2552,2
2553,3
2554,4
2555,2
2556,3
2557,4
2558,2
2559,3
2560,4
2561,1
2562,1
2563,2
2564,1
2565,4
2566,2
2567,1
2568,1
2569,3
2570,1
2571,1
2572,1
2573,1
2574,3
2575,4
2576,1
2577,2
2578,2
2579,1
2580,1
2581,1
2582,1
2583,1
2584,2
2585,4
2586,1
2587,1
2588,3
2589,1
2590,1
2591,4
2592,1
2593,1
2594,1
2595,2
2596,3
2597,4
2598,4
2599,2
2600,1
2601,2
2602,2
2603,3
2604,1
2605,1
2606,3
2607,4
2608,1
2609,2
2610,1
2611,1
2612,4
2613,1
2614,1
2615,1
2616,2
2617,1
2618,3
2619,2
2620,3
2621,4
2622,1
2623,3
2624,4
2625,1
2626,2
2627,1
2628,2
2629,3
2630,2
2631,1
2632,1
2633,1
2634,1
2635,1
2636,3
2637,2
2638,4
2639,4
2640,3
2641,3
2642,3
2643,1
2644,1
2645,3
2646,1
2647,3
2648,3
2649,2
2650,1
2651,4
2652,2
2653,4
2654,3
2655,3
2656,2
2657,2
2658,1
2659,4
2660,4
2661,1
2662,3
2663,4
2664,1
2665,3
2666,3
2667,2
2668,2
2669,3
2670,3
2671,1
2672,3
2673,3
2674,3
2675,2
2676,2
2677,3
2678,1
2679,1
2680,2
2681,1
2682,1
2683,3
2684,1
2685,3
2686,2
2687,1
2688,1
2689,2
2690,2
2691,1
2692,2
2693,2
2694,2
2695,2
2696,2
2697,1
2698,3
2699,3
2700,2
2701,1
2702,2
2703,1
2704,1
2705,1
2706,4
2707,4
2708,1
2709,4
2710,2
2711,3
2712,4
2713,2
2714,3
2715,3
2716,1
2717,4
2718,3
2719,1
2720,1
2721,1
2722,1
2723,2
2724,3
2725,4
2726,3
2727,3
2728,1
2729,1
2730,2
2731,1
2732,3
2733,3
2734,2
2735,4
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,2
2743,3
2744,3
2745,3
2746,2
2747,1
2748,1
2749,1
2750,1
2751,4
2752,2
2753,2
2754,3
2755,1
2756,1
2757,3
2758,1
2759,1
2760,1
2761,1
2762,4
2763,2
2764,3
2765,1
2766,3
2767,3
2768,1
2769,1
2770,3
2771,3
2772,1
2773,1
2774,4
2775,1
2776,3
2777,2
2778,1
2779,1
2780,3
2781,1
2782,1
2783,2
2784,1
2785,3
2786,3
2787,3
2788,1
2789,1
2790,2
2791,1
2792,1
2793,2
2794,2
2795,1
2796,2
2797,2
2798,2
2799,2
2800,1
2801,3
2802,1
2803,3
2804,1
2805,4
2806,1
2807,4
2808,1
2809,3
2810,1
2811,1
2812,4
2813,1
2814,4
2815,3
2816,2
2817,1
2818,3
2819,1
2820,1
2821,2
2822,4
2823,2
2824,4
2825,3
2826,4
2827,1
2828,4
2829,4
2830,4
2831,1
2832,4
2833,1
2834,1
2835,1
2836,1
2837,1
2838,4
2839,4
2840,1
2841,2
2842,4
2843,1
2844,3
2845,4
2846,4
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,1
2854,3
2855,1
2856,3
2857,1
2858,1
2859,3
2860,1
2861,1
2862,4
2863,1
2864,4
2865,3
2866,4
2867,1
2868,2
2869,2
2870,1
2871,1
2872,2
2873,2
2874,3
2875,3
2876,1
2877,1
2878,2
2879,2
2880,3
2881,4
2882,1
2883,1
2884,2
2885,1
2886,4
2887,2
2888,3
2889,3
2890,1
2891,1
2892,1
2893,1
2894,1
2895,4
2896,4
2897,2
2898,1
2899,1
2900,4
2901,1
2902,1
2903,3
2904,1
2905,1
2906,1
2907,4
2908,1
2909,1
2910,1
2911,2
2912,1
2913,3
2914,1
2915,1
2916,3
2917,4
2918,1
2919,1
2920,1
2921,1
2922,1
2923,1
2924,2
2925,4
2926,2
2927,1
2928,1
2929,3
2930,1
2931,3
2932,2
2933,1
2934,2
2935,4
2936,1
2937,1
2938,3
2939,1
2940,1
2941,1
2942,2
2943,2
2944,1
2945,3
2946,1
2947,4
2948,3
2949,2
2950,1
2951,2
2952,1
2953,3
2954,1
2955,1
2956,3
2957,2
2958,4
2959,3
2960,1
2961,1
2962,3
2963,2
2964,1
2965,4
2966,1
2967,1
2968,3
2969,1
2970,1
2971,1
2972,4
2973,4
2974,4
2975,1
2976,1
2977,1
2978,4
2979,2
2980,2
2981,1
2982,4
2983,1
2984,2
2985,4
2986,4
2987,1
2988,1
2989,4
2990,1
2991,1
2992,4
2993,1
2994,3
2995,4
